reference,name,latitude,longitude,grid,locationDesc,attempts,activations,qsos,my_activations,my_hunted_qsos
K-8478,Strong Wildlife Management Area,44.7579,-70.2167,FN44vs,US-ME,1,1,11,0,0
K-8479,Kennebunk Plains Wildlife Management Area,43.4066,-70.63,FN43qj,US-ME,12,11,497,0,0
K-8480,Morgan Meadow Wildlife Management Area,43.9469,-70.3865,FN43tw,US-ME,2,2,26,0,0
K-8482,Bud Leavitt (Bull Hill) Wildlife Management Area,45.0907,-69.1289,FN55kc,US-ME,1,1,10,0,0
K-8483,David Priest (Dwinal Pond) Wildlife Management Area,45.403,-68.244,FN55vj,US-ME,0,0,0,0,0
K-8484,Booming Ground Wildlife Management Area,45.6579,-67.7056,FN65dp,US-ME,0,0,0,0,0
K-8485,Francis D. Dunn (Sawtelle Deadwater) Wildlife Management Area,46.1583,-68.6634,FN56qd,US-ME,0,0,0,0,0
K-8486,Mattawamkeag River Wildlife Management Area,45.488,-68.3058,FN55ul,US-ME,0,0,0,0,0
K-8487,Caribou Bog Wildlife Management Area,44.899,-68.7314,FN54pv,US-ME,1,1,30,0,0
K-8488,Pond Farm Wildlife Management Area,45.2975,-68.6984,FN55ph,US-ME,2,2,61,0,0
K-8489,Butler Island Wildlife Management Area,46.5891,-68.4164,FN56to,US-ME,0,0,0,0,0
K-8490,Pollard Flat Wildlife Management Area,46.5234,-68.3744,FN56tm,US-ME,1,1,13,0,0
K-8491,Bog Brook Wildlife Management Area,44.7897,-68.0068,FN54xs,US-ME,0,0,0,0,0
K-8492,Cobscook Bay Wildlife Management Area,44.8886,-67.1384,FN64kv,US-ME,1,1,17,0,0
K-8493,Great Works Wildlife Management Area,44.8848,-67.2785,FN64iv,US-ME,0,0,0,0,0
K-8494,Jonesboro Wildlife Management Area,44.7004,-67.526,FN64fq,US-ME,2,2,55,0,0
K-8495,Narraguagus Wildlife Management Area,44.618,-67.996,FN64ao,US-ME,0,0,0,0,0
K-8496,Orange River Wildlife Management Area,44.7758,-67.2253,FN64js,US-ME,3,3,118,0,0
K-8497,Pennamaquan Wildlife Management Area,44.9963,-67.2105,FN64jx,US-ME,0,0,0,0,0
K-8498,Egypt Bay Wildlife Management Area,44.5593,-68.2914,FN54un,US-ME,0,0,0,0,0
K-8499,Pleasant Bay Wildlife Management Area,44.5487,-67.743,FN64dn,US-ME,2,2,80,0,0
K-8500,Lyle Frost (Scammon Marsh) Wildlife Management Area,44.6598,-68.2239,FN54vp,US-ME,0,0,0,0,0
K-8501,Spring Brook Wildlife Management Area,44.5283,-68.3525,FN54tm,US-ME,1,1,25,0,0
K-8502,Mussel Fork State Conservation Area,39.7584,-92.8702,EM39ns,US-MO,17,17,602,0,0
K-8503,Union Ridge State Conservation Area,40.3045,-92.8667,EN30nh,US-MO,20,18,3255,0,0
K-8504,Sugar Creek State Conservation Area,40.1139,-92.6511,EN30qc,US-MO,17,17,904,0,0
K-8505,Indian Hills State Conservation Area,40.3335,-92.2403,EN30vi,US-MO,5,5,147,0,0
K-8506,Hidden Hollow State Conservation Area,39.9921,-92.6377,EM39qx,US-MO,9,9,403,0,0
K-8507,LaBarque Creek State Conservation Area,38.4227,-90.6987,EM48pk,US-MO,9,8,361,0,0
K-8508,Big Creek State Conservation Area,40.1703,-92.6176,EN30qe,US-MO,13,13,701,0,0
K-8509,Shoemaker State Conservation Area,40.2939,-92.7991,EN30oh,US-MO,4,4,442,0,0
K-8510,Ruth and Paul Henning Conservation Area State Conservation Area,36.6575,-93.2953,EM36ip,US-MO,57,55,1247,0,0
K-8511,White River Balds Natural Area State Conservation Area,36.6834,-93.2872,EM36iq,US-MO,33,33,658,0,0
K-8512,Springfield Conservation Nature Center State Conservation Area,37.1297,-93.2402,EM37jd,US-MO,39,36,1038,0,0
K-8513,Archusa Creek State Recreation Area,32.0301,-88.704,EM52pa,US-MS,5,5,116,0,0
K-8514,Big Creek State Recreation Area,31.683,-89.337,EM51hq,US-MS,4,4,126,0,0
K-8515,Dry Creek State Recreation Area,31.752,-89.726,EM51ds,US-MS,6,6,249,0,0
K-8516,Dunn's Falls State Recreation Area,32.228,-88.82,EM52of,US-MS,11,11,520,0,0
K-8517,Flint Creek State Recreation Area,30.871,-89.121,EM50ku,US-MS,4,4,77,0,0
K-8518,Maynor Creek State Recreation Area,31.655,-88.723,EM51pp,US-MS,4,4,54,0,0
K-8519,Turkey Creek State Recreation Area,32.401,-89.153,EM52kj,US-MS,6,6,165,0,0
K-8520,Valley City National Fish Hatchery,46.9595,-98.018,EN06xx,US-ND,4,4,123,0,0
K-8521,Stewart Lake National Wildlife Refuge,46.338,-103.425,DN86gi,US-ND,3,3,39,0,0
K-8522,White Lake National Wildlife Refuge,46.4827,-103.217,DN86jl,US-ND,2,2,43,0,0
K-8523,Big Mound Battlefield State Historic Site,47.0224,-99.6288,EN07ea,US-ND,1,1,19,0,0
K-8524,Bismarck-Deadwood Stage Trail State Historic Site,46.4587,-101.219,DN96jl,US-ND,2,2,28,0,0
K-8525,Buffalo Creek State Historic Site,46.9198,-97.6047,EN16ew,US-ND,4,4,179,0,0
K-8526,Camp Atchison State Historic Site,47.524,-98.3293,EN07um,US-ND,2,2,73,0,0
K-8527,Camp Buell State Historic Site,46.2489,-97.4568,EN16gf,US-ND,6,6,138,0,0
K-8528,Camp Hancock State Historic Site,46.8052,-100.79,DN96ot,US-ND,5,5,224,0,0
K-8529,Camp Sheardown State Historic Site,46.8913,-97.9704,EN16av,US-ND,3,3,67,0,0
K-8530,Camp Whitney State Historic Site,46.9932,-99.5896,EN06ex,US-ND,1,1,19,0,0
K-8531,Cannonball Stage Station State Historic Site,46.2217,-101.478,DN96gf,US-ND,1,1,285,0,0
K-8532,Chateau De Mores State Historic Site,46.9124,-103.535,DN86fv,US-ND,5,5,153,0,0
K-8534,David Thompson State Historic Site,48.1224,-100.75,DN98pc,US-ND,9,9,336,0,0
K-8535,Double Ditch Indian Village State Historic Site,46.9346,-100.899,DN96nw,US-ND,3,3,336,0,0
K-8536,Fort Buford State Historic Site,47.9865,-104,DN87ax,US-ND,6,5,218,0,0
K-8537,Fort Clark State Historic Site,47.253,-101.279,DN97ig,US-ND,3,3,88,0,0
K-8538,Fort Dilts State Historic Site,46.2791,-103.776,DN86cg,US-ND,5,5,143,0,0
K-8539,Fort Mandan Overlook State Historic Site,47.2963,-101.285,DN97ih,US-ND,1,1,71,0,0
K-8540,Fort Rice State Historic Site,46.513,-100.583,DN96rm,US-ND,2,2,224,0,0
K-8541,Fort Totten State Historic Site,47.9777,-98.9932,EN07mx,US-ND,1,1,16,0,0
K-8542,Gingras Trading Post State Historic Site,48.9369,-97.8909,EN18bw,US-ND,2,2,60,0,0
K-8543,Hudson Townsite State Historic Site,46.096,-98.1314,EN06wc,US-ND,4,4,98,0,0
K-8544,Huff Indian Village State Historic Site,46.6186,-100.643,DN96qo,US-ND,2,2,149,0,0
K-8545,Killdeer Mountain Battlefield State Historic Site,47.4217,-102.917,DN87mk,US-ND,1,1,18,0,0
K-8546,Lake Jessie State Historic Site,47.5409,-98.2907,EN07um,US-ND,2,2,62,0,0
K-8547,Lake Johnson State Historic Site,47.3555,-98.1358,EN07wi,US-ND,2,2,53,0,0
K-8548,Maple Creek Crossing State Historic Site,46.7282,-97.325,EN16ir,US-ND,3,3,209,0,0
K-8549,Menoken Indian Village State Historic Site,46.8414,-100.518,DN96ru,US-ND,3,3,115,0,0
K-8550,Missouri-Yellowstone Confluence Interpretive Center State Historic Site,47.9851,-103.989,DN87ax,US-ND,3,3,157,0,0
K-8551,Molander Indian Village State Historic Site,47.1243,-100.967,DN97mc,US-ND,2,2,93,0,0
K-8552,November 33 Launch Facility State Historic Site,47.4399,-98.0664,EN07xk,US-ND,2,2,69,0,0
K-8553,Oak Lawn Church State Historic Site,48.7606,-97.9279,EN18as,US-ND,2,2,63,0,0
K-8554,Pembina State Museum State Historic Site,48.9732,-97.2542,EN18ix,US-ND,2,2,83,0,0
K-8555,Oscar-Zero Missile Alert Facility State Historic Site,47.4976,-98.1267,EN07wl,US-ND,2,2,88,0,0
K-8556,Standing Rock State Historic Site,46.6235,-97.9086,EN16bo,US-ND,5,5,190,0,0
K-8557,Steamboat Warehouse State Historic Site,46.8146,-100.821,DN96ot,US-ND,6,4,233,0,0
K-8558,Wadeson Cabin State Historic Site,46.6734,-97.9449,EN16aq,US-ND,4,4,171,0,0
K-8559,Welk Homestead State Historic Site,46.1503,-100.208,DN96vd,US-ND,4,4,225,0,0
K-8560,Whitestone Hill State Historic Site,46.1689,-98.8568,EN06ne,US-ND,3,3,109,0,0
K-8561,Missouri River State Natural Area,46.8359,-100.865,DN96nu,US-ND,5,5,253,0,0
K-8562,Adam and Teresa Raab Wildlife Management Area,46.7603,-102.622,DN86qs,US-ND,2,2,267,0,0
K-8563,Apple Creek Bottoms Wildlife Management Area,46.6991,-100.77,DN96oq,US-ND,7,7,502,0,0
K-8564,Armourdale Lake Wildlife Management Area,48.8826,-99.4169,EN08gv,US-ND,1,1,58,0,0
K-8565,Arroda Lake Wildlife Management Area,47.2357,-101.222,DN97jf,US-ND,3,3,64,0,0
K-8566,Audubon Wildlife Management Area,47.6469,-101.222,DN97jp,US-ND,3,3,257,0,0
K-8567,Barron Wildlife Management Area,48.8742,-97.2113,EN18ju,US-ND,2,2,71,0,0
K-8568,Big Oxbow Wildlife Management Area,47.9591,-104.009,DN77xx,US-ND,1,1,48,0,0
K-8569,Blacktail Dam Wildlife Management Area,48.428,-103.733,DN88dk,US-ND,1,1,16,0,0
K-8570,Blue Ridge Wildlife Management Area,48.6341,-103.559,DN88fp,US-ND,2,2,64,0,0
K-8571,Cedar Lake Wildlife Management Area,46.2956,-102.966,DN86mh,US-ND,2,2,27,0,0
K-8572,Clausen Springs Wildlife Management Area,46.6815,-98.0507,EN06xq,US-ND,3,3,134,0,0
K-8573,Coal Lake Wildlife Management Area,47.4297,-101.083,DN97lk,US-ND,2,2,168,0,0
K-8574,Cottonwood Creek Wildlife Management Area,46.3119,-98.2855,EN06uh,US-ND,2,2,49,0,0
K-8575,Dawson Wildlife Management Area,46.7487,-99.7644,EN06cr,US-ND,2,2,54,0,0
K-8576,Deepwater Creek Wildlife Management Area,47.7347,-102.129,DN87wr,US-ND,1,1,70,0,0
K-8577,Douglas Creek Wildlife Management Area,47.601,-101.653,DN97eo,US-ND,2,2,83,0,0
K-8578,Erie Dam/Brewer Lake Wildlife Management Area,47.0996,-97.4093,EN17hc,US-ND,5,5,149,0,0
K-8579,Hamilton Wills Wildlife Management Area,46.6945,-97.3878,EN16hq,US-ND,9,8,391,0,0
K-8580,Harmony Lake Wildlife Management Area,47.386,-101.644,DN97ej,US-ND,1,1,80,0,0
K-8581,Harris M. Baukol Wildlife Management Area,48.8799,-102.94,DN88mv,US-ND,2,2,151,0,0
K-8582,Hofflund Wildlife Management Area,48.1758,-103.017,DN88le,US-ND,1,1,46,0,0
K-8583,Horsehead Lake Wildlife Management Area,47.0536,-99.8193,EN07cb,US-ND,2,2,72,0,0
K-8584,Hyatt Slough Wildlife Management Area,45.9461,-98.1521,EN05ww,US-ND,3,3,83,0,0
K-8585,Indian Creek Wildlife Management Area,46.3406,-102.633,DN86qi,US-ND,2,2,30,0,0
K-8586,Johnson’s Gulch Wildlife Management Area,45.9829,-98.8605,EN05nx,US-ND,3,3,142,0,0
K-8587,Joliet Ferry Wildlife Management Area,48.3769,-97.1677,EN18jj,US-ND,2,2,68,0,0
K-8588,Killdeer Mountains Wildlife Management Area,47.4522,-103.003,DN87lk,US-ND,1,1,96,0,0
K-8589,Kimball Bottoms Wildlife Management Area,46.6789,-100.733,DN96pq,US-ND,5,5,167,0,0
K-8590,Koldok Wildlife Management Area,46.9345,-97.738,EN16dw,US-ND,6,6,122,0,0
K-8591,Lake Patricia Wildlife Management Area,46.4686,-101.195,DN96jl,US-ND,1,1,202,0,0
K-8592,Lake Washington Wildlife Management Area,47.7594,-98.7215,EN07ps,US-ND,2,2,65,0,0
K-8593,Magnolia Wildlife Management Area,46.9192,-97.438,EN16gw,US-ND,6,6,176,0,0
K-8594,Meszaros Slough Wildlife Management Area,46.0519,-97.8576,EN16bb,US-ND,4,4,97,0,0
K-8595,North Beulah Mine Wildlife Management Area,47.299,-101.735,DN97dh,US-ND,1,1,99,0,0
K-8596,Ochs Point Wildlife Management Area,47.9612,-103.969,DN87ax,US-ND,1,1,18,0,0
K-8597,Olson Wildlife Management Area,46.6568,-98.0815,EN06xp,US-ND,2,2,40,0,0
K-8598,Otto Spies Wildlife Management Area,47.2959,-97.5909,EN17eh,US-ND,4,4,146,0,0
K-8599,Painted Woods Wildlife Management Area,47.2205,-100.94,DN97mf,US-ND,3,3,189,0,0
K-8600,Prairie Chicken Wildlife Management Area,48.1357,-97.2768,EN18id,US-ND,6,5,220,0,0
K-8601,Rice Lake Wildlife Management Area,46.9762,-100.285,DN96ux,US-ND,2,2,123,0,0
K-8602,Riverdale Wildlife Management Area,47.4758,-101.435,DN97gl,US-ND,2,2,76,0,0
K-8603,Robert L. Morgan Wildlife Management Area,47.4934,-99.4581,EN07gl,US-ND,2,2,112,0,0
K-8604,Smishek Lake Wildlife Management Area,48.6127,-102.668,DN88po,US-ND,2,2,68,0,0
K-8605,Stack Slough Wildlife Management Area,46.0978,-97.0318,EN16lc,US-ND,6,6,156,0,0
K-8606,Swan Lake Wildlife Management Area,46.0793,-97.1304,EN16kb,US-ND,4,4,103,0,0
K-8607,Sweet Briar Lake Wildlife Management Area,46.8666,-101.276,DN96iu,US-ND,3,3,279,0,0
K-8608,Thompson Lake Wildlife Management Area,48.8781,-100.315,DN98uv,US-ND,1,1,49,0,0
K-8609,Tobacco Garden Wildlife Management Area,48.1177,-103.125,DN88kc,US-ND,1,1,52,0,0
K-8610,Valley City Wildlife Management Area,47.0118,-97.9599,EN17aa,US-ND,5,5,189,0,0
K-8611,Van Hook Wildlife Management Area,47.949,-102.344,DN87tw,US-ND,1,1,51,0,0
K-8612,Wild Prairie Wildlife Management Area,48.3543,-98.5304,EN08ri,US-ND,2,2,122,0,0
K-8613,Wild Rice Wildlife Management Area,46.1065,-97.1983,EN16jc,US-ND,4,4,93,0,0
K-8614,War Axe State Recreation Area,40.7246,-98.7352,EN00pr,US-NE,7,7,172,0,0
K-8615,Wood River West Wildlife Management Area,40.7567,-98.6107,EN00qs,US-NE,4,4,80,0,0
K-8616,Martin's Reach Wildlife Management Area,40.7356,-98.6399,EN00qr,US-NE,6,6,172,0,0
K-8617,Perea Nature National Recreation Trail,35.5456,-106.782,DM65on,US-NM,14,13,332,0,0
K-8618,White Ridge National Recreation Trail,35.4985,-106.841,DM65nl,US-NM,18,17,444,0,0
K-8619,San Ysidro National Recreation Trail,35.5549,-106.807,DM65on,US-NM,11,11,369,0,0
K-8620,Ojito Wilderness Area,35.4943,-106.922,DM65ml,US-NM,15,14,384,0,0
K-8621,Cabazon Wilderness Area,35.5969,-107.105,DM65ko,US-NM,4,4,85,0,0
K-8622,Carlton Hill State Recreation Area,42.8597,-78.1396,FN02wu,US-NY,21,20,1097,0,0
K-8623,Harriet Hollister Spencer State Recreation Area,42.6944,-77.5258,FN12fq,US-NY,6,6,245,0,0
K-8624,Honeoye Inlet Wildlife Management Area,42.6709,-77.4917,FN12gq,US-NY,4,4,175,0,0
K-8625,John White Wildlife Management Area,43.0744,-78.377,FN03tb,US-NY,8,8,311,0,0
K-8626,Rattlesnake Hill Wildlife Management Area,42.5204,-77.8317,FN12cm,US-NY,2,2,142,0,0
K-8627,Rocky Point Pine Barrens State Forest,40.9445,-72.9488,FN30mw,US-NY,8,8,309,0,0
K-8628,Caumsett State State Historical Park,40.9413,-73.4771,FN30gw,US-NY,16,15,519,0,0
K-8629,Ludlow Creek Tidal Wetland State Recreation Area,40.7345,-73.12,FN30kr,US-NY,3,3,58,0,0
K-8630,Tranquility State Wildlife Area,39.0108,-83.5117,EM89fa,US-OH,9,9,166,0,0
K-8631,Beach City State Wildlife Area,40.6154,-81.6013,EN90eo,US-OH,22,21,678,0,0
K-8632,Johnson Woods State Nature Preserve,40.8886,-81.7442,EN90dv,US-OH,41,37,758,0,0
K-8633,Waterloo State Wildlife Area,39.3475,-82.2532,EM89ui,US-OH,53,53,1224,0,0
K-8634,Cooper Hollow State Wildlife Area,38.9489,-82.5112,EM88rw,US-OH,17,16,531,0,0
K-8635,Shreve Lake State Wildlife Area,40.683,-82.0438,EN80xq,US-OH,18,17,450,0,0
K-8636,Paint Creek State Wildlife Area,39.2895,-83.3868,EM89hg,US-OH,12,12,287,0,0
K-8637,Deer Creek State Wildlife Area,39.6524,-83.2639,EM89ip,US-OH,20,18,552,0,0
K-8638,Indian Creek State Wildlife Area,39.1754,-83.895,EM89be,US-OH,13,12,298,0,0
K-8639,Birch State Fishing Lake,36.5359,-96.1628,EM16wm,US-OK,6,6,238,0,0
K-8640,Lake Watonga State Fishing Lake,35.9428,-98.4236,EM05sw,US-OK,20,19,740,0,0
K-8641,Cherokee Strip Museum State Historic Site,36.2907,-97.3222,EM16ig,US-OK,8,8,179,0,0
K-8642,Museum of the Western Prairie State Historic Site,34.6494,-99.3278,EM04ip,US-OK,9,9,315,0,0
K-8643,Oklahoma History Center State Historic Site,35.4944,-97.4967,EM15gl,US-OK,28,28,964,0,0
K-8644,Oklahoma Route 66 Museum State Historic Site,35.5069,-98.9865,EM05mm,US-OK,7,7,193,0,0
K-8645,Oklahoma Territorial Museum State Historic Site,35.8781,-97.421,EM15gv,US-OK,6,6,137,0,0
K-8646,Pioneer Woman Museum State Historic Site,36.7097,-97.0651,EM16lr,US-OK,4,4,236,0,0
K-8647,Sod House Museum State Historic Site,36.4723,-98.4264,EM06sl,US-OK,1,1,11,0,0
K-8648,Spiro Mounds Archaeological Center State Historic Site,35.311,-94.5691,EM25rh,US-OK,2,2,51,0,0
K-8649,Tom Mix Museum State Historic Site,36.7991,-95.9387,EM26at,US-OK,3,3,70,0,0
K-8650,White Hair Memorial State Historic Site,36.4464,-96.5861,EM16qk,US-OK,1,1,38,0,0
K-8651,Will Rogers State Historic Site,36.3208,-95.6327,EM26eh,US-OK,5,4,104,0,0
K-8652,Altus Lugert Wildlife Management Area,34.9869,-99.3332,EM04ix,US-OK,5,3,214,0,0
K-8653,Ellis County Wildlife Management Area,36.0429,-99.9174,EM06ab,US-OK,4,4,247,0,0
K-8654,Gist Wildlife Management Area,34.5363,-99.1857,EM04jm,US-OK,8,8,331,0,0
K-8655,Grady County Wildlife Management Area,34.7832,-97.8695,EM14bs,US-OK,9,8,195,0,0
K-8656,Major County Wildlife Management Area,36.3873,-98.9294,EM06mj,US-OK,3,3,131,0,0
K-8657,Schultz Wildlife Management Area,36.5439,-101.166,DM96kn,US-OK,3,3,84,0,0
K-8658,Shorb Wildlife Management Area,36.5294,-101.08,DM96lm,US-OK,1,1,38,0,0
K-8659,Sparrow Hawk Wildlife Management Area,35.9588,-94.9025,EM25nx,US-OK,3,3,50,0,0
K-8660,Thomas A. Bamberger Sr. Wildlife Management Area,35.9626,-94.7862,EM25ox,US-OK,3,3,58,0,0
K-8661,Washita County Wildlife Management Area,35.306,-99.0292,EM05lh,US-OK,5,5,146,0,0
K-8662,Chestnut Beach National Recreation Area,46.4097,-117.038,DN16lj,US-WA,9,7,141,0,0
K-8663,Plymouth Park National Recreation Area,45.9305,-119.348,DN05hw,US-WA,11,10,257,0,0
K-8664,Fishtrap National Recreation Area,47.345,-117.857,DN17bi,US-WA,13,12,309,0,0
K-8665,Sprague Lake State Wildlife Area,47.2447,-118.077,DN07xf,US-WA,13,12,297,0,0
K-8666,Whatcom Wildlife Area/Lake Terrell State Wildlife Area,48.864,-122.685,CN88pu,US-WA,7,5,107,0,0
K-8667,Haskell Noyes Memorial Woods State Natural Area,43.6128,-88.1727,EN53vo,US-WI,8,8,195,0,0
K-8668,Waterloo Prairie State Natural Area,43.163,-88.9401,EN53md,US-WI,8,8,517,0,0
K-8669,Scuppermong State Natural Area,42.9007,-88.5012,EN52rv,US-WI,18,18,626,0,0
K-8670,Vernon State Wildlife Area,42.922,-88.321,EN52uw,US-WI,55,52,2536,0,0
K-8671,Tichigan State Wildlife Area,42.8009,-88.2431,EN52vt,US-WI,37,36,1603,0,0
K-8672,Great River State Trail,43.9277,-91.2583,EN43iw,US-WI,27,27,712,0,0
K-8673,La Crosse River State Trail,43.8949,-90.9601,EN43mv,US-WI,37,34,1208,0,0
K-8674,47 Bridge State Conservation Area,29.8621,-82.741,EL89pu,US-FL,6,6,180,0,0
K-8675,Alapahoochee State Conservation Area,30.5997,-83.0725,EM80lo,US-FL,7,7,177,0,0
K-8676,"Cabbage Creek, Scanlon State Conservation Area",30.1425,-83.8657,EM80bd,US-FL,5,5,148,0,0
K-8677,Christian State Conservation Area,30.2096,-83.2319,EM80jf,US-FL,2,2,47,0,0
K-8678,Cuba Bay State Conservation Area,30.3813,-83.7679,EM80cj,US-FL,2,2,33,0,0
K-8679,Devil's Hammock State Conservation Area,29.3519,-82.7384,EL89pi,US-FL,6,6,204,0,0
K-8680,"Falling Creek, Bell Springs State Conservation Area",30.3308,-82.6901,EM80ph,US-FL,10,10,154,0,0
K-8681,Falmouth Spring State Conservation Area,30.3623,-83.1342,EM80ki,US-FL,5,5,76,0,0
K-8682,"Fox , Allardt State Conservation Area",30.4078,-82.9584,EM80mj,US-FL,4,4,167,0,0
K-8683,"Guaranto, Log Landing, Suwannee Street State Conservation Area",29.7509,-82.9413,EL89ms,US-FL,5,5,72,0,0
K-8684,"Grady, Stuart's Landing, Hatchbend State Conservation Area",29.9224,-82.9272,EL89mw,US-FL,3,3,49,0,0
K-8685,"Holton Creek, Trillium Slopes State Conservation Area",30.4428,-83.0765,EM80lk,US-FL,3,3,73,0,0
K-8686,"Hunter Creek, Belmont, Bay Creek State Conservation Area",30.4545,-82.6533,EM80qk,US-FL,5,5,157,0,0
K-8687,"Avoca, Jennings Bluff State Conservation Area",30.5672,-83.0389,EM80ln,US-FL,7,7,134,0,0
K-8688,Lindsey State Conservation Area,29.6986,-82.9441,EL89mq,US-FL,4,4,58,0,0
K-8689,"Little Creek, McAlpin Landing State Conservation Area",30.3826,-82.6681,EM80pj,US-FL,4,4,66,0,0
K-8690,Mallory Swamp State Conservation Area,29.9275,-83.0735,EL89lw,US-FL,3,3,35,0,0
K-8691,"Mattair Springs, Camp Branch State Conservation Area",30.3828,-82.9038,EM80nj,US-FL,6,6,126,0,0
K-8692,"Mt. Gilead, Lamont State Conservation Area",30.2914,-83.8471,EM80bg,US-FL,2,2,30,0,0
K-8693,Mud Swamp State Conservation Area,29.8535,-82.314,EL89uu,US-FL,2,2,58,0,0
K-8694,Natural Well Branch State Conservation Area,30.2339,-83.7171,EM80df,US-FL,2,2,38,0,0
K-8695,Peacock Slough State Conservation Area,30.1148,-83.1678,EM80jc,US-FL,4,4,82,0,0
K-8696,"Purvis Landing, Otter Springs, Shingle Lndg State Conservation Area",29.6441,-82.9431,EL89mp,US-FL,5,5,135,0,0
K-8697,R.O Ranch State Conservation Area,29.9199,-83.2765,EL89iw,US-FL,3,3,49,0,0
K-8698,Ruth-Springs-Branford-Bend State Conservation Area,29.9953,-82.9698,EL89mx,US-FL,3,3,54,0,0
K-8699,Sandlin Bay State Conservation Area,30.5594,-82.573,EM80rn,US-FL,5,5,121,0,0
K-8700,"Santa Fe Swamp, Lake Alto State Conservation Area",29.82,-82.0664,EL89xt,US-FL,5,5,130,0,0
K-8701,"Duck Pond, Hartsfield, Shelly State Conservation Area",30.5077,-83.7463,EM80dm,US-FL,2,2,22,0,0
K-8702,Sneads Lake State Conservation Area,30.5957,-83.7172,EM80do,US-FL,2,2,36,0,0
K-8703,Steinhatchee Rise/Steinhatchee Falls State Conservation Area,29.7743,-83.3293,EL89is,US-FL,6,6,129,0,0
K-8704,Steinhatchee Springs State Conservation Area,29.7753,-83.3172,EL89is,US-FL,6,6,107,0,0
K-8705,"Stephen Foster, Big Pine Tract State Conservation Area",30.3242,-82.769,EM80oh,US-FL,15,15,341,0,0
K-8706,"New Pine Landing, Sunnyvale, Manatee Springs State Conservation Area",29.5139,-82.9986,EL89mm,US-FL,4,4,55,0,0
K-8707,"Sugar Creek, Suwannee Springs, Linville State Conservation Area",30.4004,-82.9411,EM80mj,US-FL,9,9,239,0,0
K-8708,"Swift Creek, Rocky Creek, Blue Sink State Conservation Area",30.342,-82.8163,EM80oi,US-FL,10,9,187,0,0
K-8709,"Turner Bridge, Roline, Cypress Creek South State Conservation Area",30.5245,-82.7288,EM80pm,US-FL,4,4,114,0,0
K-8710,"Tyree, Alapaha Bluffs, Osteen State Conservation Area",30.4491,-83.0973,EM80kk,US-FL,4,4,94,0,0
K-8711,"Owens Spring, Walker, Adams, Little River State Conservation Area",30.0354,-83.0371,EM80la,US-FL,3,3,38,0,0
K-8712,"White Springs, Little Shoals, Gar Pond State Conservation Area",30.3253,-82.7395,EM80ph,US-FL,11,11,253,0,0
K-8713,Withlacoochee Hills State Conservation Area,30.6335,-83.3064,EM80ip,US-FL,2,2,30,0,0
K-8714,Withlacoochee Quail Farms State Conservation Area,30.5456,-83.2692,EM80in,US-FL,4,4,126,0,1
K-8715,"Wolf Creek, Seven Bridges State Conservation Area",30.4372,-83.7408,EM80dk,US-FL,3,3,99,0,0
K-8716,"Woods Ferry, Jerry Branch State Conservation Area",30.3434,-82.8554,EM80ni,US-FL,8,7,177,0,0
K-8717,Allapattah Flats State Conservation Area,27.1629,-80.4401,EL97sd,US-FL,48,48,1947,0,0
K-8718,Lakeside Ranch State Conservation Area,27.1194,-80.6727,EL97pc,US-FL,14,14,543,0,0
K-8719,Horse Creek State Conservation Area,28.1573,-81.5654,EL98fd,US-FL,56,56,2243,0,0
K-8720,Frog Pond State Conservation Area,25.4005,-80.5661,EL95rj,US-FL,9,9,286,0,0
K-8721,Taylor Creek State Conservation Area,27.3124,-80.8484,EL97nh,US-FL,16,16,578,0,0
K-8722,PA 012 State Game Land,41.6474,-76.6991,FN11pp,US-PA,4,4,136,0,1
K-8723,PA 013 State Game Land,41.315,-76.3491,FN11th,US-PA,6,6,430,0,0
